file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000088756:CuF5_neg	-0.0	mzspec:MSV000088756:ccms_peak/NEG/CuF5_neg.mzML:scan:132	1	1.0	6	MSV000088756	NoID	MSV000088756/peak/NEG/CuF5_neg.mzML	MSV000088756/CuF5_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:HpuM_neg	0.0	mzspec:MSV000088756:ccms_peak/NEG/HpuM_neg.mzML:scan:131	1	1.0	6	MSV000088756	NoID	MSV000088756/peak/NEG/HpuM_neg.mzML	MSV000088756/HpuM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:RpaM_neg	-0.0	mzspec:MSV000088756:peak/NEG/RpaM_neg.mzML:scan:143	1	0.99	6	MSV000088756	NoID	MSV000088756/peak/NEG/RpaM_neg.mzML	MSV000088756/RpaM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:HcoM_neg	0.0	mzspec:MSV000088756:ccms_peak/NEG/HcoM_neg.mzML:scan:132	1	0.99	6	MSV000088756	NoID	MSV000088756/peak/NEG/HcoM_neg.mzML	MSV000088756/HcoM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:CsapM_neg	0.0	mzspec:MSV000088756:peak/NEG/CsapM_neg.mzML:scan:138	1	0.99	6	MSV000088756	NoID	MSV000088756/peak/NEG/CsapM_neg.mzML	MSV000088756/CsapM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:DconcM_neg	0.0	mzspec:MSV000088756:ccms_peak/NEG/DconcM_neg.mzML:scan:127	1	0.99	6	MSV000088756	NoID	MSV000088756/peak/NEG/DconcM_neg.mzML	MSV000088756/DconcM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:CinfM_neg	0.0	mzspec:MSV000088756:peak/NEG/CinfM_neg.mzML:scan:134	1	0.99	6	MSV000088756	NoID	MSV000088756/peak/NEG/CinfM_neg.mzML	MSV000088756/CinfM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:SluM_neg	-0.0	mzspec:MSV000088756:peak/NEG/SluM_neg.mzML:scan:139	1	0.99	6	MSV000088756	NoID	MSV000088756/peak/NEG/SluM_neg.mzML	MSV000088756/SluM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:CsalM_neg	-0.0	mzspec:MSV000088756:peak/NEG/CsalM_neg.mzML:scan:148	1	0.98	6	MSV000088756	NoID	MSV000088756/peak/NEG/CsalM_neg.mzML	MSV000088756/CsalM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:CluM_neg	-0.0	mzspec:MSV000088756:ccms_peak/NEG/CluM_neg.mzML:scan:134	1	0.98	6	MSV000088756	NoID	MSV000088756/peak/NEG/CluM_neg.mzML	MSV000088756/CluM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088332:190225_AR_BS_17_Neg	0.0	mzspec:MSV000088332:ccms_peak/RAW/NEG/190225_AR_BS_17_Neg.mzML:scan:127	1	0.97	6	MSV000088332	NoID	MSV000088332/peak/Converted/Converted neg/190225_AR_BS_17_Neg.mzXML	MSV000088332/190225_AR_BS_17_Neg.mzXML	MSV000088332	Cortinarius trivialis		86074	automatic	No	No	No
mzspec:MSV000088756:CcamphM_neg	0.0	mzspec:MSV000088756:peak/NEG/CcamphM_neg.mzML:scan:147	1	0.96	6	MSV000088756	NoID	MSV000088756/peak/NEG/CcamphM_neg.mzML	MSV000088756/CcamphM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000088756:PhsanM_neg	0.0	mzspec:MSV000088756:ccms_peak/NEG/PhsanM_neg.mzML:scan:135	1	0.96	6	MSV000088756	NoID	MSV000088756/peak/NEG/PhsanM_neg.mzML	MSV000088756/PhsanM_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_F9_GF9_01_53162	0.01	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P1_mzXML/P1_F9_GF9_01_53162.mzML:scan:51	1	0.96	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_F9_GF9_01_53162.mzXML	MSV000085071/P1_F9_GF9_01_53162.mzXML	MSV000085071	Cortinarius collinitus		160468	automatic	Yes	No	No
mzspec:MSV000085071:P1_A9_GA9_01_53097	0.01	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P1_mzXML/P1_A9_GA9_01_53097.mzML:scan:57	1	0.93	4	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_A9_GA9_01_53097.mzXML	MSV000085071/P1_A9_GA9_01_53097.mzXML	MSV000085071	Amanita gemmata		67710	automatic	Yes	No	No
mzspec:MSV000085071:P2_A7_BA7_01_53204	-0.0	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P2_mzXML/P2_A7_BA7_01_53204.mzML:scan:50	1	0.9	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_A7_BA7_01_53204.mzXML	MSV000085071/P2_A7_BA7_01_53204.mzXML	MSV000085071	Tricholoma portentosum		54541	automatic	Yes	No	No
mzspec:MSV000085071:P2_B9_BB9_01_53219	-0.0	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P2_mzXML/P2_B9_BB9_01_53219.mzML:scan:68	1	0.89	5	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_B9_BB9_01_53219.mzML	MSV000085071/P2_B9_BB9_01_53219.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000084595:41_0_prat_M_Control_SY+R5A_D5_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/41_0_prat_M_Control_SY+R5A_D5_Neg.mzML:scan:239	1	0.89	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/41_0_prat_M_Control_SY+R5A_D5_Neg.mzML	MSV000084595/41_0_prat_M_Control_SY+R5A_D5_Neg.mzML	MSV000084595	Streptomyces		QC	automatic	No	No	Yes
mzspec:MSV000084595:14_3_spec_M_SAMPLE_WT_MYM_7_B2_Neg	0.0	mzspec:MSV000084595:ccms_peak/Negative_RAW/14_3_spec_M_SAMPLE_WT_MYM_7_B2_Neg.mzML:scan:202	1	0.89	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/14_3_spec_M_SAMPLE_WT_MYM_7_B2_Neg.mzML	MSV000084595/14_3_spec_M_SAMPLE_WT_MYM_7_B2_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:42	0.0	mzspec:MSV000083835:peak/MeOH_Neg_mzML/42.mzML:scan:254	1	0.89	5	MSV000083835	NoID	MSV000083835/peak/MeOH_Neg_mzML/42.mzML	MSV000083835/42.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085071:P1_F2_GF2_01_53155	0.01	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P1_mzXML/P1_F2_GF2_01_53155.mzML:scan:52	1	0.89	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_F2_GF2_01_53155.mzXML	MSV000085071/P1_F2_GF2_01_53155.mzXML	MSV000085071	Cortinarius bolderensis	Cortinarius boulderensis	386121	manual	Yes	No	No
mzspec:MSV000085071:P1_H3_GH3_01_53182	0.01	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P1_mzXML/P1_H3_GH3_01_53182.mzML:scan:8	1	0.89	5	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_H3_GH3_01_53182.mzML	MSV000085071/P1_H3_GH3_01_53182.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P2_C9_BC9_01_53232	-0.0	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P2_mzXML/P2_C9_BC9_01_53232.mzML:scan:56	1	0.89	5	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_C9_BC9_01_53232.mzML	MSV000085071/P2_C9_BC9_01_53232.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_H2_GH2_01_53181	0.01	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P1_mzXML/P1_H2_GH2_01_53181.mzML:scan:56	1	0.89	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_H2_GH2_01_53181.mzXML	MSV000085071/P1_H2_GH2_01_53181.mzXML	MSV000085071	Tricholoma focale		54537	automatic	Yes	No	No
mzspec:MSV000085619:3_1_clavu_M_SAMPLE_OE_5-Media_7_A3_Neg	0.0	mzspec:MSV000085619:ccms_peak/Raw/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3_Neg.mzML:scan:224	1	0.88	5	MSV000085619	NoID	MSV000085619/ccms_peak/Raw/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3_Neg.mzML	MSV000085619/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3_Neg.mzML	MSV000085619	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000085619:8_1_clavu_M_SAMPLE_OE_5-Media_7_A8_Neg	0.0	mzspec:MSV000085619:ccms_peak/Raw/8_1_clavu_M_SAMPLE_OE_5-Media_7_A8_Neg.mzML:scan:215	1	0.88	5	MSV000085619	NoID	MSV000085619/ccms_peak/Raw/8_1_clavu_M_SAMPLE_OE_5-Media_7_A8_Neg.mzML	MSV000085619/8_1_clavu_M_SAMPLE_OE_5-Media_7_A8_Neg.mzML	MSV000085619	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000084595:42_4_M_SAMPLE_WT_SY_7_D6_Neg	0.0	mzspec:MSV000084595:ccms_peak/Negative_RAW/42_4_M_SAMPLE_WT_SY_7_D6_Neg.mzML:scan:226	1	0.88	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/42_4_M_SAMPLE_WT_SY_7_D6_Neg.mzML	MSV000084595/42_4_M_SAMPLE_WT_SY_7_D6_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:8_1_clavu_M_SAMPLE_OE_5-Media_7_A8_Neg	0.0	mzspec:MSV000084595:ccms_peak/Negative_RAW/8_1_clavu_M_SAMPLE_OE_5-Media_7_A8_Neg.mzML:scan:215	1	0.88	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/8_1_clavu_M_SAMPLE_OE_5-Media_7_A8_Neg.mzML	MSV000084595/8_1_clavu_M_SAMPLE_OE_5-Media_7_A8_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:3_1_clavu_M_SAMPLE_OE_5-Media_7_A3_Neg	0.0	mzspec:MSV000084595:ccms_peak/Negative_RAW/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3_Neg.mzML:scan:224	1	0.88	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3_Neg.mzML	MSV000084595/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:1_0_clavu_M_Control_5-Media_A1_Neg	0.0	mzspec:MSV000084595:ccms_peak/Negative_RAW/1_0_clavu_M_Control_5-Media_A1_Neg.mzML:scan:205	1	0.88	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/1_0_clavu_M_Control_5-Media_A1_Neg.mzML	MSV000084595/1_0_clavu_M_Control_5-Media_A1_Neg.mzML	MSV000084595	Streptomyces		QC	automatic	No	No	Yes
mzspec:MSV000084595:47_MB-3_M_SAMPLE_WT_D11_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/47_MB-3_M_SAMPLE_WT_D11_Neg.mzML:scan:226	1	0.88	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/47_MB-3_M_SAMPLE_WT_D11_Neg.mzML	MSV000084595/47_MB-3_M_SAMPLE_WT_D11_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:10_1_clavu_M_SAMPLE_OE_5-Media_7_A10_Neg	0.0	mzspec:MSV000084595:ccms_peak/Negative_RAW/10_1_clavu_M_SAMPLE_OE_5-Media_7_A10_Neg.mzML:scan:207	1	0.88	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/10_1_clavu_M_SAMPLE_OE_5-Media_7_A10_Neg.mzML	MSV000084595/10_1_clavu_M_SAMPLE_OE_5-Media_7_A10_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:44	0.0	mzspec:MSV000083835:ccms_peak/MeOH_Neg_RAW/44.mzML:scan:322	1	0.88	5	MSV000083835	NoID	MSV000083835/ccms_peak/MeOH_Neg_RAW/44.mzML	MSV000083835/44.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085619:1_0_clavu_M_Control_5-Media_A1_Neg	0.0	mzspec:MSV000085619:ccms_peak/Raw/1_0_clavu_M_Control_5-Media_A1_Neg.mzML:scan:205	1	0.88	5	MSV000085619	NoID	MSV000085619/ccms_peak/Raw/1_0_clavu_M_Control_5-Media_A1_Neg.mzML	MSV000085619/1_0_clavu_M_Control_5-Media_A1_Neg.mzML	MSV000085619	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	QC	automatic	No	No	Yes
mzspec:MSV000085619:10_1_clavu_M_SAMPLE_OE_5-Media_7_A10_Neg	0.0	mzspec:MSV000085619:ccms_peak/Raw/10_1_clavu_M_SAMPLE_OE_5-Media_7_A10_Neg.mzML:scan:207	1	0.88	5	MSV000085619	NoID	MSV000085619/ccms_peak/Raw/10_1_clavu_M_SAMPLE_OE_5-Media_7_A10_Neg.mzML	MSV000085619/10_1_clavu_M_SAMPLE_OE_5-Media_7_A10_Neg.mzML	MSV000085619	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000085071:P2_E8_BE8_01_53257	-0.0	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P2_mzXML/P2_E8_BE8_01_53257.mzML:scan:62	1	0.88	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_E8_BE8_01_53257.mzXML	MSV000085071/P2_E8_BE8_01_53257.mzXML	MSV000085071	Fomitopsis maunceae	Fomitopsis maunceae	2126941	manual	Yes	No	No
mzspec:MSV000083835:38_neg_PBS	0.0	mzspec:MSV000083835:peak/PBS_mzML/38_neg_PBS.mzML:scan:238	1	0.88	5	MSV000083835	NoID	MSV000083835/peak/PBS_mzML/38_neg_PBS.mzML	MSV000083835/38_neg_PBS.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:3_test	0.0	mzspec:MSV000083835:peak/EtOAc_Neg_mzML/3_test.mzML:scan:438	1	0.88	5	MSV000083835	NoID	MSV000083835/peak/EtOAc_Neg_mzML/3_test.mzML	MSV000083835/3_test.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:7_1_clavu_M_SAMPLE_OE_5-Media_7_A7_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/7_1_clavu_M_SAMPLE_OE_5-Media_7_A7_Neg.mzML:scan:314	1	0.88	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/7_1_clavu_M_SAMPLE_OE_5-Media_7_A7_Neg.mzML	MSV000084595/7_1_clavu_M_SAMPLE_OE_5-Media_7_A7_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000087628:14+SC+on+GSPG+EthAc-pos	0.0	mzspec:MSV000087628:ccms_peak/14+SC+on+GSPG+EthAc-pos.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/14+SC+on+GSPG+EthAc-pos.mzML	MSV000087628/14+SC+on+GSPG+EthAc-pos.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000087628:13+SC+on+SA+EthAc-pos	0.0	mzspec:MSV000087628:ccms_peak/13+SC+on+SA+EthAc-pos.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/13+SC+on+SA+EthAc-pos.mzML	MSV000087628/13+SC+on+SA+EthAc-pos.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000087628:2+SC+on+GSPG+meth-pos	0.0	mzspec:MSV000087628:ccms_peak/2+SC+on+GSPG+meth-pos.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/2+SC+on+GSPG+meth-pos.mzML	MSV000087628/2+SC+on+GSPG+meth-pos.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000087628:14+SC+on+GSPG+EthAc-neg	0.0	mzspec:MSV000087628:ccms_peak/14+SC+on+GSPG+EthAc-neg.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/14+SC+on+GSPG+EthAc-neg.mzML	MSV000087628/14+SC+on+GSPG+EthAc-neg.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000087628:15+SC+on+TSB+EthAc-pos	0.0	mzspec:MSV000087628:ccms_peak/15+SC+on+TSB+EthAc-pos.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/15+SC+on+TSB+EthAc-pos.mzML	MSV000087628/15+SC+on+TSB+EthAc-pos.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000087628:15+SC+on+TSB+EthAc-neg	0.0	mzspec:MSV000087628:ccms_peak/15+SC+on+TSB+EthAc-neg.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/15+SC+on+TSB+EthAc-neg.mzML	MSV000087628/15+SC+on+TSB+EthAc-neg.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000087628:13+SC+on+SA+EthAc-neg	0.0	mzspec:MSV000087628:ccms_peak/13+SC+on+SA+EthAc-neg.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/13+SC+on+SA+EthAc-neg.mzML	MSV000087628/13+SC+on+SA+EthAc-neg.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000087628:1+SC+on+SA+meth-neg	0.0	mzspec:MSV000087628:ccms_peak/1+SC+on+SA+meth-neg.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/1+SC+on+SA+meth-neg.mzML	MSV000087628/1+SC+on+SA+meth-neg.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000087628:3+SC+onTSB+mrth-pos	0.0	mzspec:MSV000087628:ccms_peak/3+SC+onTSB+mrth-pos.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/3+SC+onTSB+mrth-pos.mzML	MSV000087628/3+SC+onTSB+mrth-pos.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000083835:1 SC on SA meth-neg	0.0	mzspec:MSV000083835:updates/2019-05-21_lfnothias_ad043d61/peak/Methanol/SC/1 SC on SA meth-neg.mzXML:scan:353	1	0.88	5	MSV000083835	NoID	MSV000083835/updates/2019-05-21_lfnothias_ad043d61/peak/Methanol/SC/1 SC on SA meth-neg.mzXML	MSV000083835/1 SC on SA meth-neg.mzXML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:1	0.0	mzspec:MSV000083835:peak/MeOH_Neg_mzML/1.mzML:scan:353	1	0.88	5	MSV000083835	NoID	MSV000083835/peak/MeOH_High_res_mzML/1.mzML	MSV000083835/1.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000087628:3+SC+on+TSB+meth-neg	0.0	mzspec:MSV000087628:ccms_peak/3+SC+on+TSB+meth-neg.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/3+SC+on+TSB+meth-neg.mzML	MSV000087628/3+SC+on+TSB+meth-neg.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000087628:1+SC+on+SA+meth-pos	0.0	mzspec:MSV000087628:ccms_peak/1+SC+on+SA+meth-pos.mzML:scan:353	1	0.88	5	MSV000087628	NoID	MSV000087628/ccms_peak/1+SC+on+SA+meth-pos.mzML	MSV000087628/1+SC+on+SA+meth-pos.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
